"Observer","Date","Year","TimeInitial","TimeFinal","DiveNumber_Transect","Country","Site","Location","Zone","DepthInitial_m","DepthFinal_m","DepthMax_m","Latitude","Longitude","Temperature_C","Visibility_m","Genusspecies","Patch","Diameter_cm","Abundance","Condition","Diameter_cm_Corrected"
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,20,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,20,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,20,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,20,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,20,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,20,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,21,"1","",16
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,21,"1","",16
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,22,"1","",17
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,22,"1","",17
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,22,"1","",17
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,22,"1","",17
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,22,"1","",17
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,22,"1","",17
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,22,"1","",17
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotiscorrugata",NA,22,"1","",17
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,6,"1","",5
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,6,"1","",5
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,7,"1","",6
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,9,"1","",8
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,10,"1","",8
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,11,"1","",9
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,12,"1","",10
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,12,"1","",10
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,12,"1","",10
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,13,"1","",10
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,13,"1","",10
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,14,"1","",11
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,14,"1","",11
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,14,"1","",11
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,14,"1","",11
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,14,"1","",11
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,14,"1","",11
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,14,"1","",11
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,14,"1","",11
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,15,"1","",12
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,16,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,17,"1","",13
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,18,"1","",14
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,19,"1","",15
"RobertoVazquez","8/14/06","2006","10:46","11:48","1","Mexico","IslaNatividad","LaPlana","Reserve",10,4,10,"27.8484",-115.16056,"15",NA,"Haliotisfulgens",NA,19,"1","",15
